Word                100554newsML       100593newsML       100618newsML     
could               0.081022559315090  0.071437980239685  0.074869886910736
creditor            0.027007519771696  0.035718990119843  0.037434943455368
creditors           0.045727705955365  0.000000000000000  0.000000000000000
crippling           0.027007519771696  0.035718990119843  0.037434943455368
cross               0.027007519771696  0.035718990119843  0.037434943455368
current             0.091455411910730  0.000000000000000  0.000000000000000
date                0.000000000000000  0.045994703223404  0.048204305570723
deal                0.189052638401876  0.107156970359528  0.112304830366103
debt                0.162045118630179  0.178594950599213  0.187174717276839
debts               0.045727705955365  0.000000000000000  0.000000000000000
december            0.027007519771696  0.035718990119843  0.037434943455368
depreciation        0.045727705955365  0.000000000000000  0.000000000000000
despite             0.045727705955365  0.000000000000000  0.000000000000000
details             0.054015039543393  0.035718990119843  0.037434943455368
develop             0.027007519771696  0.035718990119843  0.037434943455368
difficult           0.045727705955365  0.000000000000000  0.000000000000000
diluted             0.027007519771696  0.035718990119843  0.037434943455368
dividend            0.054015039543393  0.035718990119843  0.037434943455368
done                0.027007519771696  0.035718990119843  0.037434943455368
doomsday            0.045727705955365  0.000000000000000  0.000000000000000
dwindle             0.045727705955365  0.000000000000000  0.000000000000000
early               0.081022559315090  0.035718990119843  0.037434943455368
eight               0.045727705955365  0.000000000000000  0.000000000000000
end                 0.027007519771696  0.071437980239685  0.074869886910736
entitling           0.027007519771696  0.035718990119843  0.037434943455368
equity              0.054015039543393  0.035718990119843  0.037434943455368
european            0.027007519771696  0.035718990119843  0.037434943455368
eurotunnel          0.270075197716965  0.392908891318269  0.411784378009045
existing            0.027007519771696  0.035718990119843  0.037434943455368
extended            0.000000000000000  0.045994703223404  0.048204305570723
ferry               0.027007519771696  0.035718990119843  0.037434943455368
finalise            0.027007519771696  0.035718990119843  0.037434943455368
finance             0.045727705955365  0.000000000000000  0.000000000000000
financial           0.054015039543393  0.071437980239685  0.074869886910736
find                0.045727705955365  0.000000000000000  0.000000000000000
firm                0.027007519771696  0.035718990119843  0.037434943455368
first               0.027007519771696  0.035718990119843  0.037434943455368
fixed               0.045727705955365  0.000000000000000  0.000000000000000
flow                0.045727705955365  0.000000000000000  0.000000000000000
followed            0.000000000000000  0.045994703223404  0.048204305570723
for                 0.027007519771696  0.035718990119843  0.037434943455368
formula             0.045727705955365  0.000000000000000  0.000000000000000
forward             0.045727705955365  0.000000000000000  0.000000000000000
france              0.045727705955365  0.000000000000000  0.000000000000000
francs              0.027007519771696  0.035718990119843  0.037434943455368
free                0.027007519771696  0.035718990119843  0.037434943455368
french              0.054015039543393  0.071437980239685  0.074869886910736
full                0.000000000000000  0.045994703223404  0.048204305570723
future              0.054015039543393  0.035718990119843  0.037434943455368
game                0.045727705955365  0.000000000000000  0.000000000000000
get                 0.045727705955365  0.000000000000000  0.000000000000000
giving              0.027007519771696  0.035718990119843  0.037434943455368
going               0.045727705955365  0.000000000000000  0.000000000000000
granted             0.045727705955365  0.000000000000000  0.000000000000000
group               0.045727705955365  0.000000000000000  0.000000000000000
half                0.027007519771696  0.035718990119843  0.037434943455368
happen              0.045727705955365  0.000000000000000  0.000000000000000
help                0.045727705955365  0.000000000000000  0.000000000000000
highly              0.027007519771696  0.035718990119843  0.037434943455368
holders             0.000000000000000  0.045994703223404  0.048204305570723
holdings            0.045727705955365  0.000000000000000  0.000000000000000
hopeful             0.045727705955365  0.000000000000000  0.000000000000000
ingenious           0.045727705955365  0.000000000000000  0.000000000000000
insolvency          0.000000000000000  0.045994703223404  0.048204305570723
instructing         0.000000000000000  0.045994703223404  0.048204305570723
instruments         0.027007519771696  0.035718990119843  0.037434943455368
interest            0.162045118630179  0.071437980239685  0.074869886910736
interests           0.027007519771696  0.071437980239685  0.074869886910736
investment          0.091455411910730  0.000000000000000  0.000000000000000
issue               0.081022559315090  0.035718990119843  0.037434943455368
keep                0.045727705955365  0.000000000000000  0.000000000000000
last                0.027007519771696  0.071437980239685  0.074869886910736
late                0.000000000000000  0.045994703223404  0.048204305570723
leading             0.000000000000000  0.045994703223404  0.048204305570723
least               0.045727705955365  0.000000000000000  0.000000000000000
leaves              0.027007519771696  0.035718990119843  0.037434943455368
less                0.045727705955365  0.000000000000000  0.000000000000000
level               0.027007519771696  0.035718990119843  0.037434943455368
lifeline            0.045727705955365  0.000000000000000  0.000000000000000
likely              0.045727705955365  0.000000000000000  0.000000000000000
london              0.027007519771696  0.071437980239685  0.074869886910736
long                0.027007519771696  0.035718990119843  0.037434943455368
look                0.045727705955365  0.000000000000000  0.000000000000000
major               0.045727705955365  0.000000000000000  0.000000000000000
making              0.027007519771696  0.035718990119843  0.037434943455368
market              0.027007519771696  0.035718990119843  0.037434943455368
massive             0.045727705955365  0.000000000000000  0.000000000000000
maximum             0.045727705955365  0.000000000000000  0.000000000000000
may                 0.027007519771696  0.035718990119843  0.037434943455368
medium              0.027007519771696  0.035718990119843  0.037434943455368
meet                0.045727705955365  0.000000000000000  0.000000000000000
meeting             0.000000000000000  0.045994703223404  0.048204305570723
million             0.137183117866095  0.000000000000000  0.000000000000000
monday              0.054015039543393  0.107156970359528  0.112304830366103
months              0.027007519771696  0.071437980239685  0.074869886910736
morton              0.108030079086786  0.035718990119843  0.037434943455368
mountain            0.000000000000000  0.000000000000000  0.063382868965877
name                0.045727705955365  0.000000000000000  0.000000000000000
nearly              0.054015039543393  0.035718990119843  0.037434943455368
negotiated          0.027007519771696  0.035718990119843  0.037434943455368
negotiations        0.000000000000000  0.045994703223404  0.048204305570723
new                 0.027007519771696  0.035718990119843  0.037434943455368
news                0.091455411910730  0.000000000000000  0.000000000000000
next                0.027007519771696  0.035718990119843  0.037434943455368
nine                0.054015039543393  0.035718990119843  0.037434943455368
nobody              0.091455411910730  0.000000000000000  0.000000000000000
notes               0.137183117866095  0.000000000000000  0.000000000000000
offered             0.027007519771696  0.035718990119843  0.037434943455368
one                 0.027007519771696  0.035718990119843  0.037434943455368
operating           0.027007519771696  0.035718990119843  0.037434943455368
operations          0.027007519771696  0.035718990119843  0.037434943455368
operator            0.027007519771696  0.035718990119843  0.037434943455368
outstanding         0.000000000000000  0.045994703223404  0.048204305570723
owes                0.000000000000000  0.045994703223404  0.048204305570723
owning              0.027007519771696  0.035718990119843  0.037434943455368
paris               0.054015039543393  0.035718990119843  0.037434943455368
participate         0.027007519771696  0.035718990119843  0.037434943455368
patient             0.027007519771696  0.035718990119843  0.037434943455368
patrick             0.027007519771696  0.035718990119843  0.037434943455368
pay                 0.081022559315090  0.035718990119843  0.037434943455368
payments            0.054015039543393  0.035718990119843  0.037434943455368
pence               0.081022559315090  0.107156970359528  0.112304830366103
per                 0.027007519771696  0.035718990119843  0.037434943455368
percent             0.081022559315090  0.107156970359528  0.112304830366103
performance         0.027007519771696  0.035718990119843  0.037434943455368
performed           0.045727705955365  0.000000000000000  0.000000000000000
plan                0.054015039543393  0.107156970359528  0.112304830366103
ponsolle            0.027007519771696  0.035718990119843  0.037434943455368
position            0.045727705955365  0.000000000000000  0.000000000000000
pound               0.034777099031401  0.000000000000000  0.048204305570723
pounds              0.189052638401876  0.142875960479370  0.149739773821471
pretty              0.045727705955365  0.000000000000000  0.000000000000000
probably            0.027007519771696  0.035718990119843  0.037434943455368
profit              0.027007519771696  0.035718990119843  0.037434943455368
prospect            0.027007519771696  0.035718990119843  0.037434943455368
provides            0.027007519771696  0.035718990119843  0.037434943455368
reap                0.000000000000000  0.045994703223404  0.048204305570723
reduce              0.027007519771696  0.071437980239685  0.074869886910736
reduced             0.027007519771696  0.035718990119843  0.037434943455368
reject              0.045727705955365  0.000000000000000  0.000000000000000
reported            0.027007519771696  0.035718990119843  0.037434943455368
reporters           0.091455411910730  0.000000000000000  0.000000000000000
restructuring       0.027007519771696  0.107156970359528  0.112304830366103
resume              0.027007519771696  0.035718990119843  0.037434943455368
return              0.027007519771696  0.035718990119843  0.037434943455368
revenue             0.045727705955365  0.000000000000000  0.000000000000000
roll                0.045727705955365  0.000000000000000  0.000000000000000
route               0.045727705955365  0.000000000000000  0.000000000000000
run                 0.034777099031401  0.000000000000000  0.048204305570723
said                0.243067677945268  0.285751920958741  0.299479547642942
scenario            0.045727705955365  0.000000000000000  0.000000000000000
secretive           0.000000000000000  0.045994703223404  0.048204305570723
secure              0.045727705955365  0.000000000000000  0.000000000000000
see                 0.027007519771696  0.035718990119843  0.037434943455368
seen                0.045727705955365  0.000000000000000  0.000000000000000
seven               0.045727705955365  0.000000000000000  0.000000000000000
share               0.027007519771696  0.035718990119843  0.037434943455368
shareholders        0.189052638401876  0.214313940719056  0.224609660732207
shares              0.027007519771696  0.071437980239685  0.074869886910736
simultaneously      0.027007519771696  0.035718990119843  0.037434943455368
six                 0.000000000000000  0.045994703223404  0.048204305570723
spring              0.045727705955365  0.000000000000000  0.000000000000000
stabilisation       0.091455411910730  0.000000000000000  0.000000000000000
stability           0.027007519771696  0.035718990119843  0.037434943455368
statement           0.034777099031401  0.000000000000000  0.048204305570723
still               0.081022559315090  0.035718990119843  0.037434943455368
strong              0.027007519771696  0.035718990119843  0.037434943455368
submitted           0.027007519771696  0.035718990119843  0.037434943455368
subscribe           0.027007519771696  0.035718990119843  0.037434943455368
substantial         0.000000000000000  0.045994703223404  0.048204305570723
success             0.000000000000000  0.045994703223404  0.048204305570723
suspended           0.027007519771696  0.035718990119843  0.037434943455368
sustainable         0.045727705955365  0.000000000000000  0.000000000000000
swap                0.027007519771696  0.035718990119843  0.037434943455368
swaps               0.045727705955365  0.000000000000000  0.000000000000000
syndicate           0.000000000000000  0.045994703223404  0.048204305570723
take                0.027007519771696  0.035718990119843  0.037434943455368
taken               0.027007519771696  0.035718990119843  0.037434943455368
taking              0.045727705955365  0.000000000000000  0.000000000000000
ten                 0.045727705955365  0.000000000000000  0.000000000000000
term                0.027007519771696  0.035718990119843  0.037434943455368
throws              0.045727705955365  0.000000000000000  0.000000000000000
time                0.045727705955365  0.000000000000000  0.000000000000000
told                0.091455411910730  0.000000000000000  0.000000000000000
trading             0.027007519771696  0.035718990119843  0.037434943455368
tuesday             0.027007519771696  0.035718990119843  0.037434943455368
tunnel              0.054015039543393  0.071437980239685  0.074869886910736
two                 0.000000000000000  0.045994703223404  0.048204305570723
uncertainty         0.027007519771696  0.035718990119843  0.037434943455368
unpaid              0.045727705955365  0.000000000000000  0.000000000000000
urged               0.045727705955365  0.000000000000000  0.000000000000000
wants               0.091455411910730  0.000000000000000  0.000000000000000
warrants            0.027007519771696  0.035718990119843  0.037434943455368
week                0.027007519771696  0.071437980239685  0.074869886910736
weeks               0.000000000000000  0.045994703223404  0.048204305570723
well                0.045727705955365  0.000000000000000  0.000000000000000
widely              0.027007519771696  0.035718990119843  0.037434943455368
wiping              0.027007519771696  0.035718990119843  0.037434943455368
within              0.027007519771696  0.035718990119843  0.037434943455368
work                0.027007519771696  0.035718990119843  0.037434943455368
would               0.189052638401876  0.142875960479370  0.149739773821471
wrangling           0.000000000000000  0.045994703223404  0.048204305570723
wrestled            0.027007519771696  0.035718990119843  0.037434943455368
year                0.045727705955365  0.000000000000000  0.000000000000000
years               0.135037598858482  0.035718990119843  0.037434943455368
